"Datum und Uhrzeit";"Wochentag";"#";"ST";"Mannschaft 1";"Mannschaft 1: Verein";"Mannschaft 2";"Mannschaft 2: Verein";"Schiedsgericht";"Schiedsgericht: Verein";"Gastgeber";"Gastgeber: Verein";"Austragungsort/Ergebnis";"Austragungsort";"Ergebnis";"Saison";"Spielrunde";"Geschlecht";"Ballpunkte";"Spieldauer";"Satzpunkte 1";"Satzpunkte 2";"Satz 1 - Ballpunkte 1";"Satz 1 - Ballpunkte 2";"Satz 1 - Satzdauer";"Satz 2 - Ballpunkte 1";"Satz 2 - Ballpunkte 2";"Satz 2 - Satzdauer";"Satz 3 - Ballpunkte 1";"Satz 3 - Ballpunkte 2";"Satz 3 - Satzdauer";"Satz 4 - Ballpunkte 1";"Satz 4 - Ballpunkte 2";"Satz 4 - Satzdauer";"Satz 5 - Ballpunkte 1";"Satz 5 - Ballpunkte 2";"Satz 5 - Satzdauer";
"21.09.2025, 11:00:00";"Sonntag";"1";"Spieltag 1";"SC Münster 08 III";"Sportclub Münster 08 e.V.";"SC Münster 08 II";"Sportclub Münster 08 e.V.";"USC Münster VII";"USC Münster e.V.";"SC Münster 08 III";"Sportclub Münster 08 e.V.";"0:3 / 47:75";"Sporthalle Ost (Zweifachhalle) (48145 Münster)";"0:3 / 47:75";"2025/26";"Kreisliga Münster Frauen";"mixed";"47:75";"42";"0";"3";"12";"25";"12";"19";"25";"14";"16";"25";"16";
"21.09.2025, 12:00:00";"Sonntag";"2";"Spieltag 1";"USC Münster VII";"USC Münster e.V.";"USC Münster VIII";"USC Münster e.V.";"SC Münster 08 III";"Sportclub Münster 08 e.V.";"SC Münster 08 III";"Sportclub Münster 08 e.V.";"3:0 / 75:27";"Sporthalle Ost (Zweifachhalle) (48145 Münster)";"3:0 / 75:27";"2025/26";"Kreisliga Münster Frauen";"mixed";"75:27";"93";"3";"0";"25";"6";"59";"25";"4";"14";"25";"17";"20";
"21.09.2025, 15:00:00";"Sonntag";"4";"Spieltag 1";"SV Ems Westbevern III";"SV Ems Westbevern 1923 e.V.";"SV Blau-Weiß Aasee IX";"SV Blau-Weiß Aasee e.V.";"-";"";"SV Ems Westbevern III";"SV Ems Westbevern 1923 e.V.";"3:0 / 75:51";"St.-Christophorus-Schule (48291 Telgte)";"3:0 / 75:51";"2025/26";"Kreisliga Münster Frauen";"mixed";"75:51";"67";"3";"0";"25";"22";"26";"25";"12";"19";"25";"17";"22";
"05.10.2025, 14:00:00";"Sonntag";"7";"Spieltag 2";"SC Münster 08 III";"Sportclub Münster 08 e.V.";"TSC Gievenbeck VI";"TSC Münster-Gievenbeck e.V.";"SV Ems Westbevern III";"SV Ems Westbevern 1923 e.V.";"SV Ems Westbevern III";"SV Ems Westbevern 1923 e.V.";"0:3 / 28:75";"St.-Christophorus-Schule (48291 Telgte)";"0:3 / 28:75";"2025/26";"Kreisliga Münster Frauen";"mixed";"28:75";"42";"0";"3";"7";"25";"14";"12";"25";"13";"9";"25";"15";
"08.10.2025, 17:30:00";"Mittwoch";"8";"Spieltag 2";"SV Blau-Weiß Aasee IX";"SV Blau-Weiß Aasee e.V.";"USC Münster VII";"USC Münster e.V.";"-";"";"SV Blau-Weiß Aasee IX";"SV Blau-Weiß Aasee e.V.";"0:3 / 38:75";"Kardinal-von-Galen-Gymnasium (48165 Münster)";"0:3 / 38:75";"2025/26";"Kreisliga Münster Frauen";"mixed";"38:75";"80";"0";"3";"7";"25";"38";"11";"25";"19";"20";"25";"23";
"11.10.2025, 12:00:00";"Samstag";"11";"Spieltag 3";"SC Münster 08 II";"Sportclub Münster 08 e.V.";"TSC Gievenbeck VI";"TSC Münster-Gievenbeck e.V.";"SC Münster 08 III";"Sportclub Münster 08 e.V.";"SC Münster 08 II";"Sportclub Münster 08 e.V.";"0:3 / 39:75";"Sporthalle Ost (Zweifachhalle) (48145 Münster)";"0:3 / 39:75";"2025/26";"Kreisliga Münster Frauen";"mixed";"39:75";"46";"0";"3";"5";"25";"2";"16";"25";"22";"18";"25";"22";
"11.10.2025, 13:00:00";"Samstag";"16";"Spieltag 4";"SC Münster 08 III";"Sportclub Münster 08 e.V.";"SV Ems Westbevern III";"SV Ems Westbevern 1923 e.V.";"SC Münster 08 II";"Sportclub Münster 08 e.V.";"SC Münster 08 III";"Sportclub Münster 08 e.V.";"3:0 / 75:54";"Sporthalle Ost (Zweifachhalle) (48145 Münster)";"3:0 / 75:54";"2025/26";"Kreisliga Münster Frauen";"mixed";"75:54";"117";"3";"0";"25";"19";"77";"25";"16";"21";"25";"19";"19";
"25.10.2025, 12:00:00";"Samstag";"23";"Spieltag 5";"SV Blau-Weiß Aasee VIII";"SV Blau-Weiß Aasee e.V.";"USC Münster VIII";"USC Münster e.V.";"SV Blau-Weiß Aasee IX";"SV Blau-Weiß Aasee e.V.";"SV Blau-Weiß Aasee VIII";"SV Blau-Weiß Aasee e.V.";"3:0 / 75:35";"Sporthalle Ost (Zweifachhalle) (48145 Münster)";"3:0 / 75:35";"2025/26";"Kreisliga Münster Frauen";"mixed";"75:35";"54";"3";"0";"25";"9";"19";"25";"13";"18";"25";"13";"17";
"25.10.2025, 13:00:00";"Samstag";"24";"Spieltag 5";"SV Blau-Weiß Aasee IX";"SV Blau-Weiß Aasee e.V.";"SC Münster 08 III";"Sportclub Münster 08 e.V.";"SV Blau-Weiß Aasee VIII";"SV Blau-Weiß Aasee e.V.";"SV Blau-Weiß Aasee VIII";"SV Blau-Weiß Aasee e.V.";"2:3 / 106:102";"Sporthalle Ost (Zweifachhalle) (48145 Münster)";"2:3 / 106:102";"2025/26";"Kreisliga Münster Frauen";"mixed";"106:102";"138";"2";"3";"25";"19";"70";"20";"25";"17";"25";"18";"18";"23";"25";"21";"13";"15";"12";
"26.10.2025, 12:00:00";"Sonntag";"22";"Spieltag 5";"SV Ems Westbevern III";"SV Ems Westbevern 1923 e.V.";"SC Münster 08 II";"Sportclub Münster 08 e.V.";"-";"";"SV Ems Westbevern III";"SV Ems Westbevern 1923 e.V.";"0:3 / 34:75";"Mehrzweckhalle Vadrup (48291 Telgte)";"0:3 / 34:75";"2025/26";"Kreisliga Münster Frauen";"mixed";"34:75";"60";"0";"3";"18";"25";"28";"6";"25";"16";"10";"25";"16";
